Name,Meaning,Gender,Origin,Similar
Cecily,Blind,Female,Indian,-
Cedija,Son of Cedi,Male,Indian,-
Cedric,Chieftain,Male,Indian,-
Ceeven,The Name Came to a Guy from Dream,Male,Indian,-
Cekitana,Intelligent; Lord Shiva,Male,Indian,-
Celeste,Heavenly,Female,Indian,-
Celina,Heaven,Female,Indian,-
Cencanna,Vivacious,Male,Indian,-
Cesar,Long Haired,Male,Indian,-
Cetaka,Thoughtful,Male,Indian,-
Cetana,Concious; Animated; Visible; Elegant,Male,Indian,-
Cetarka,N/A,Male,Indian,-
Cetas,Intelligece; Soul; Heart; Mind,Male,Indian,-
Cetrama,Pervding the Consciousness,Male,Indian,-
Ceyone,Rising Sun,Male,Indian,-
Chaamundee,N/A,Female,Indian,-
Chaanakya,Name of Kautilya; The Great Scholar,Male,Indian,-
Chaand,The Moon,Female,Indian,-
Chaandak,N/A,Male,Indian,-
Chaandanee,N/A,Female,Indian,-
Chaaru,N/A,Female,Indian,-
Chaarudatt,Born of Beauty,Male,Indian,-
Chaaruhaas,With Beautiful Smile,Male,Indian,-
Chaarvi,Beautiful Girl; Sanskrit,Female,Indian,-
Chaaya,Shadow,Female,Indian,-
Chabbi,Picture,Female,Indian,-
Chabila,Charming; Splendid; Beautiful,Male,Indian,-
Chad,Warrior,Male,Indian,-
Chadaiyan,N/A,Male,Indian,-
Chaddalika,N/A,Female,Indian,-
Chadna,Love,Male,Indian,-
Chadna,Love,Female,Indian,-
Chadwick,Warrior,Male,Indian,-
Chag,Moisture; Goat,Male,Indian,-
Chaga,Moisture; Goat,Male,Indian,-
Chagala,Goat; A Sage,Male,Indian,-
Chaggan,The Zodiac Sign of Aries,Male,Indian,-
Chahana,Desire; Affection,Female,Indian,-
Chahat,Love,Male,Indian,-
Chahat,Wish,Female,Indian,-
Chahel,Good Cheer,Male,Indian,-
Chaheti,Lovely; Lovable for All,Female,Indian,-
Chahna,Love,Female,Indian,-
Chaila,Handsome Youth,Male,Indian,-
Chain,Peace,Male,Indian,-
Chaina,Peace,Female,Indian,-
Chainika,Specially Selected; Chosen One,Female,Indian,-
Chairavali,Full Moon of Chaitra Month,Female,Indian,-
Chaitaalee,N/A,Female,Indian,-
Chaital,Consciousness; New Year,Male,Indian,-
Chaitalee,Girl Born in Month of Chaitra,Female,Indian,-
Chaitali,Born in the Month of Chaitra,Female,Indian,-
Chaitaly,Name of an Ancient City,Female,Indian,-
Chaitan,Name of Kautilya; The Great Scholar,Male,Indian,-
Chaitan,Consciousness,Female,Indian,-
Chaitana,Conciousness,Female,Indian,-
Chaitanya,The Name of a Saint; Consciousness; Life; Knowledge,Male,Indian,-
Chaitanya,Consciousness,Female,Indian,-
Chaithra,N/A,Male,Indian,-
Chaithra,First Month of the Year; Spring; New Bright Light,Female,Indian,-
Chaitna,Sunflower Seed,Female,Indian,-
Chaitnik,Aiways Peaceful Mind,Male,Indian,-
Chaitnya,Consciousness; Wisdom; Soul; Mind; Spirit; Founder of the Four Principles of Vaishinav Sect; A Reincarnation of Krishna,Male,Indian,-
Chaitra,First Month of the Year,Male,Indian,-
Chaitra,Aries Sign,Female,Indian,-
Chaitree,Born in Spring,Female,Indian,-
Chaitya,Pertaining to the Mind; Individual Soul; A Stupa Built in Jain or Buddhist Places of Worship,Male,Indian,-
Chaitya,N/A,Female,Indian,-
Chaityak,Abode of Consciousness; A Place of Worship; A Mountain Near Magadha; Which is Worshipped,Male,Indian,-
Chaiyn,Krishna,Male,Indian,-
Chajju,Shade; Cool; Soothing,Male,Indian,-
Chaka,A Lark,Female,Indian,-
Chakku,Knife,Female,Indian,-
Chakkubai,N/A,Female,Indian,-
Chakor,A Bird Enamoured of the Moon,Male,Indian,-
Chakora,N/A,Male,Indian,-
Chakori,A Bird Enamoured of the Moon,Female,Indian,-
Chakra,Wheel; Circle; Discus; The Sun,Male,Indian,-
Chakrabhrit,Discus Bearer,Male,Indian,-
Chakrabhuj,Lord Vishnu,Male,Indian,-
Chakradev,Lord Vishnu,Male,Indian,-
Chakradhar,Name of Lord Vishnu,Male,Indian,-
Chakrang,N/A,Male,Indian,-
Chakrank,Vishnu,Male,Indian,-
Chakrapaani,Name of Lord Vishnu,Male,Indian,-
Chakrapani,Discus Holder,Male,Indian,-
Chakravak,A Bird,Male,Indian,-
Chakravartee,A Sovereign King,Male,Indian,-
Chakravarthi,King,Male,Indian,-
Chakravarthy,Emperor; King of Kings,Male,Indian,-
Chakravarti,King; A Sovereign,Male,Indian,-
Chakravati,With a Discus; Emperor,Male,Indian,-
Chakresh,Lord Vishnu,Male,Indian,-
Chakri,N/A,Male,Indian,-
Chakria,Lakshmi,Female,Indian,-
Chakrika,Lakshmi,Female,Indian,-
Chakrila,Goddess Lakshmi,Female,Indian,-
Chakshan,Hindu Boy,Male,Indian,-
Chakshu,Eye,Male,Indian,-
Chakshu,Eyes,Female,Indian,-
Chakshusha,Seer,Male,Indian,-
Chalam,Flickering,Male,Indian,-
Chalama,Goddess Parvati,Female,Indian,-
Chalapati,N/A,Male,Indian,-
Chalasani,N/A,Male,Indian,-
Chalipa,A Flower,Female,Indian,-
Challa,N/A,Male,Indian,-
Chalmers,Lord of the Household,Male,Indian,-
Chalukya,A King,Male,Indian,-
Chalvant,A Determined Person,Male,Indian,-
Chaman,Garden,Male,Indian,-
Chaman,Garden,Female,Indian,-
Chamanlal,Garden,Male,Indian,-
Chamaraj,A King,Male,Indian,-
Chamatkar,Wonder,Male,Indian,-
Chamelee,A Creeper with Flowers,Female,Indian,-
Chameli,Jasmine; A Creeper with Flowers,Female,Indian,-
Chamelia,Particular Flower,Female,Indian,-
Chami,Good,Female,Indian,-
Chaminda,N/A,Male,Indian,-
Chamkaur,Battle Field Where Guru Gobind Singh Fought,Female,Indian,-
Chamkaur,Battle Field Where Guru Gobind Singh Fought,Male,Indian,-
Champa,Soothing,Male,Indian,-
Champa,A Flower,Female,Indian,-
Champaavatee,Angaraj's Karna's Capital,Female,Indian,-
Champabati,The Capital,Female,Indian,-
Champabati,The Daughter of an Ancient King Raja Sahil Verma,Male,Indian,-
Champak,A Flower,Male,Indian,-
Champakalee,Bud of Yellow Fragrant Flower,Female,Indian,-
Champakali,A Bud of Champa,Female,Indian,-
Champakavathi,Owner of Champak Trees,Female,Indian,-
Champakmala,A Garland Made of Champa Flowers,Female,Indian,-
Champamalini,Garland of Champa Flower,Female,Indian,-
Champavati,Owner of Champak Tree,Female,Indian,-
Champavati,The Daughter of an Ancient King Raja Sahil Verma,Male,Indian,-
Champika,Little Champa Flower,Female,Indian,-
Champikaa,N/A,Female,Indian,-
Chan,Nickname for John; Light; Beloved; At Peace,Male,Indian,-
Chanak,Father of Chaanakya,Male,Indian,-
Chanaksha,Chanakya,Male,Indian,-
Chanaky,Son of Canaka,Male,Indian,-
Chanakya,Son of Chanaka,Male,Indian,-
Chanandeep,The Light of God's Feet,Male,Indian,-
Chanandip,The Light of God's Feet,Male,Indian,-
Chananjeet,Winning the Service of Guru's Feet,Male,Indian,-
Chananjit,N/A,Male,Indian,-
Chanasya,Delighting,Female,Indian,-
Chanchal,Active,Female,Indian,-
Chanchal,Restless,Male,Indian,-
Chanchala,Moves; Wind; Lover,Male,Indian,-
Chanchala,Unsteady; Lakshmi,Female,Indian,-
Chanchareek,Bee,Male,Indian,-
Chanchari,Bird; Vortex of Water,Female,Indian,-
Chancharik,Bee,Male,Indian,-
Chanchu,N/A,Male,Indian,-
Chancy,Goddess Lakshmi,Female,Indian,-
Chand,Moon,Male,Indian,-
Chanda,God's Compassion; Fierce; Passionate; Violent,Male,Indian,-
Chanda,Moon,Female,Indian,-
Chandaa,The Moon,Female,Indian,-
Chandaalikaa,Another Name of Durga,Female,Indian,-
Chandabal,Fiercely Strong,Male,Indian,-
Chandak,The Moon,Male,Indian,-
Chandaka,Moonlight,Male,Indian,-
Chandalini,Glorious,Female,Indian,-
Chandan,Sandalwood,Male,Indian,-
Chandan,Sandlewood,Female,Indian,-
Chandana,Sandal Wood; Parrot,Female,Indian,-
Chandana,Sandalwood; Soothing; Dear to the Gods,Male,Indian,-
Chandani,Star; A River,Female,Indian,-
Chandanika,Diminutive,Female,Indian,-
Chandany,N/A,Male,Indian,-
Chandar,Moon,Male,Indian,-
Chandara,N/A,Female,Indian,-
Chandara,Moon; Bright; Shining; Radiant,Male,Indian,-
Chandarmouli,Lord Shiva,Male,Indian,-
Chandasri,Divine Moon; Fair; Beautiful,Female,Indian,-
Chandavarman,An Old King,Male,Indian,-
Chandavir,Very Brave; A Buddhist Deity,Male,Indian,-
Chande,N/A,Male,Indian,-
Chandee,Name of a God,Female,Indian,-
Chandeedaas,Name of a Saint,Male,Indian,-
Chandeesh,N/A,Male,Indian,-
Chanden,N/A,Male,Indian,-
Chander,Moon,Male,Indian,-
Chanderjeet,Conquer of the Moon,Male,Indian,-
Chandhraka,Moon,Female,Indian,-
Chandi,N/A,Male,Indian,-
Chandi,Great Goddess,Female,Indian,-
Chandidaas,Name of a Saint,Male,Indian,-
Chandidas,Name of a Saint,Male,Indian,-
Chandika,Diminutive of Chandana,Female,Indian,-
Chandimal,N/A,Male,Indian,-
Chandini,Star,Female,Indian,-
Chandini,Moon,Male,Indian,-
Chandipati,Lord of the Fierce Goddess,Male,Indian,-
Chandira,Moon,Female,Indian,-
Chandler,Candle-maker,Male,Indian,-
Chandmal,N/A,Male,Indian,-
Chandni,Moonlit,Female,Indian,-
Chandnin,Anointed with Sandalwood; Another Name for Shiva,Male,Indian,-
Chandodeva,Lord of the Hymns,Male,Indian,-
Chandra,The Moon,Male,Indian,-
Chandra,Moon,Female,Indian,-
Chandraabhaa,Lusture of Moon Light,Male,Indian,-
Chandraanan,Moon-like Face,Male,Indian,-
Chandraayan,The Moon,Male,Indian,-
Chandrabali,Moonlit; Krishna's Girlfriend,Female,Indian,-
Chandrabandhu,A Cronch,Male,Indian,-
Chandrabanu,Son of Lord Krishna,Male,Indian,-
Chandrabh,Moon Light,Male,Indian,-
Chandrabha,Moon Light,Female,Indian,-
Chandrabha,Lusture of Moon Light,Male,Indian,-
Chandrabhaga,River Chenab in India,Female,Indian,-
Chandrabhan,Lustrous as the Moon,Male,Indian,-
Chandrabhushan,Lord Shiva,Male,Indian,-
Chandrachood,Lord Shiva,Male,Indian,-
Chandrachur,Lord Shiva,Male,Indian,-
Chandradev,Moon God; A King,Male,Indian,-
Chandradhar,One who Wears Moon; Lord Shiva,Male,Indian,-
Chandraditya,Name of a King,Male,Indian,-
Chandragupt,Name of Ancient King,Male,Indian,-
Chandrahaas,Smiling Like a Moon,Male,Indian,-
Chandrahaasa,Bow of Shiva,Male,Indian,-
Chandrahas,A Person with a Beautiful Smile,Male,Indian,-
Chandraj,Mercury Planet,Male,Indian,-
Chandraja,Daughter of the Moon,Female,Indian,-
Chandrajyoti,Moon Light,Female,Indian,-
Chandrak,Peacock Feather,Male,Indian,-
Chandraka,Lunar Shining,Male,Indian,-
Chandrakaantaa,As Lovely as the Moon,Female,Indian,-
Chandrakala,Beams of the Moon,Female,Indian,-
Chandrakant,Beloved of the Moon; Moonstone,Male,Indian,-
Chandrakanta,Beloved of the Moon; Moonstone,Female,Indian,-
Chandrakanth,Loved by the Moon,Male,Indian,-
Chandrakanti,Moon Light,Female,Indian,-
Chandraketu,Moon Banner,Male,Indian,-
Chandraki,Peacock,Male,Indian,-
Chandraki,Peacock,Female,Indian,-
Chandrakin,A Peacock,Female,Indian,-
Chandrakin,A Peacock,Male,Indian,-
Chandrakiran,Rays of Moon,Female,Indian,-
Chandrakiran,Moon Beam,Male,Indian,-
Chandrakirthi,As Famous as the Moon,Male,Indian,-
Chandrakishore,Moonstone,Male,Indian,-
Chandrakumar,The Moon,Male,Indian,-
Chandralekha,The Phase of Moon Two Nights After New Moon; Ray of Moon,Female,Indian,-
Chandralekhaa,A Ray of Moon,Female,Indian,-
Chandraleksha,A Ray of the Moon,Female,Indian,-
Chandrama,Name of a Lunar and Fertility God; Moon,Male,Indian,-
Chandrama,Moon,Female,Indian,-
Chandramaadhav,Sweet Like Moon,Male,Indian,-
Chandramaalaa,Garland of the Moon,Female,Indian,-
Chandramadhav,Sweet,Male,Indian,-
Chandramallika,Queen of the Moon,Female,Indian,-
Chandramani,Moonstone; Jewel,Female,Indian,-
Chandramathi,As Beautiful as the Moon,Female,Indian,-
Chandramauli,Lord Shiva,Male,Indian,-
Chandramohan,Attractive as the Moon,Male,Indian,-
Chandramouli,Lord Shiva,Male,Indian,-
Chandramukhee,As Beautiful as Moon,Female,Indian,-
Chandramukhi,As Beautiful as the Moon,Female,Indian,-
Chandran,The Moon,Male,Indian,-
Chandranan,Moon Like Face,Male,Indian,-
Chandranath,King of the Moon,Male,Indian,-
Chandranee,Moon's Wife,Female,Indian,-
Chandraneel,A Precious Blue Gem,Male,Indian,-
Chandrani,Wife of the Moon,Female,Indian,-
Chandranshu,Moon Ray; Lord Vishnu,Male,Indian,-
Chandraprabha,Star; Moon Light,Female,Indian,-
Chandraprakash,Moonlight,Male,Indian,-
Chandrapushpa,Star,Female,Indian,-
Chandraraj,King of the Moon,Male,Indian,-
Chandrark,N/A,Male,Indian,-
Chandrasekhar,Moon Crested,Male,Indian,-
Chandrasen,Hindu Boy,Male,Indian,-
Chandrashekar,Lord Shiva,Male,Indian,-
Chandrashri,Moon Like Face,Female,Indian,-
Chandrat,The Moon's Nectar; Fair; Handsome; Peaceful; Nectar Like; A Physician of Ancient India,Male,Indian,-
Chandratara,The Moon and the Stars Conjoined,Female,Indian,-
Chandratej,Indratej,Male,Indian,-
Chandrateja,Bright as Moon,Female,Indian,-
Chandratha,Nectar of the Moon,Male,Indian,-
Chandravadan,Moon-like Face,Male,Indian,-
Chandravali,Brindavan Friend of Radha,Female,Indian,-
Chandravathi,Lit by the Moon,Female,Indian,-
Chandravati,Lit by the Moon; Brilliant,Female,Indian,-
Chandrayan,The Moon,Male,Indian,-
Chandresh,Lord of the Moon,Male,Indian,-
Chandreyee,Moon's Daughter,Female,Indian,-
Chandreyi,N/A,Male,Indian,-
Chandri,Moonlight; Illuminating,Female,Indian,-
Chandria,Moonlight,Female,Indian,-
Chandrika,Moonlight,Female,Indian,-
Chandril,N/A,Male,Indian,-
Chandrila,A Name of Lord Shiva; Or Lord Rudra,Male,Indian,-
Chandrima,The Moon,Female,Indian,-
Chandrin,Made of Gold,Female,Indian,-
Chandrodaya,Moonrise,Male,Indian,-
Chandrollas,Happy,Male,Indian,-
Chandrpeed,Shiva,Male,Indian,-
Chandru,Moon,Male,Indian,-
Chandu,Moon,Male,Indian,-
Chane,Name of a God; Dependability,Female,Indian,-
Chane,Name of a God; Dependability,Male,Indian,-
Chanel,Name of the Famous Perfume,Female,Indian,-
Changla,Good,Female,Indian,-
Changuna,A Good Woman,Female,Indian,-
Chanky,Healthy; Strong,Male,Indian,-
Chann,Beauteous; Beloved,Female,Indian,-
Chann,Wise; Young Wolf; Beauteous Beloved,Male,Indian,-
Channa,Renowned; Cane,Male,Indian,-
Channakka,Beautiful Lady,Female,Indian,-
Channan,Fragrance Like Sandalwood; Full of Fragrance,Male,Indian,-
Channan,Full of Fragrance Like Sandalwood,Female,Indian,-
Channaya,Eminent,Female,Indian,-
Channing,A Canon,Male,Indian,-
Chano,Abbreviation for Name Ending in Ano,Male,Indian,-
Chantal,Stony Place,Female,Indian,-
Chanti,Peace,Female,Indian,-
Chanyana,Moon,Male,Indian,-
Chapal,Quick,Male,Indian,-
Chapala,Swift; Lightning,Male,Indian,-
Chapala,Restless; Lighting,Female,Indian,-
Chapalaa,Restless; Unsteady,Female,Indian,-
Chapman,Merchant,Male,Indian,-
Chara,Quiet and Frisky,Female,Indian,-
Charak,An Ancient Physician,Male,Indian,-
Charaka,Vagabond; Wanderer,Male,Indian,-
Charan,Feet,Male,Indian,-
Charana,Foot,Male,Indian,-
Charandas,Servant at the Feet of Somebody,Male,Indian,-
Charandeep,Light of God's Feet,Male,Indian,-
Charandev,Lord's Feet,Male,Indian,-
Charandip,N/A,Male,Indian,-
Charani,Saraswati,Female,Indian,-
Charanjeet,Winning the Service of Guru's Lotus Feet,Female,Indian,-
Charanjeet,Winning the Service of Guru's Lotus Feet,Male,Indian,-
Charanjit,One who has Won over the Lord,Male,Indian,-
Charanjot,Light of Guru's Lotus Feet,Male,Indian,-
Charanjot,Light of Guru's Lotus Feet,Female,Indian,-
Charanpal,Protection Under the Guru's Lotus Feet,Male,Indian,-
Charanpreet,One who Loves the Lord's Lotus Feet,Female,Indian,-
Charanpreet,Love of God's Feet,Male,Indian,-
Charanvir,One who is Fast on Feet and Brave,Male,Indian,-
Charat,N/A,Male,Indian,-
Charbak,N/A,Male,Indian,-
Charchika,The Third Eye Power of Lord Shiva,Male,Indian,-
Charchikaa,N/A,Female,Indian,-
Chardy,A Burning Fire That Desires Love and Yet is Always Alone,Male,Indian,-
Chardy,A Burning Fire That Desires Love and yet is Always Alone,Female,Indian,-
Chari,N/A,Male,Indian,-
Charil,Brightness,Female,Indian,-
Charin,Follower; Disciple,Male,Indian,-
Charini,Follower; Disciple,Female,Indian,-
Charishma,Lot of Good Will,Female,Indian,-
Charisse,Cherry Like,Female,Indian,-
Charita,Good,Female,Indian,-
Charith,Character,Male,Indian,-
Charitha,Good; One Having a Very Clean Character,Female,Indian,-
Charitra,History,Female,Indian,-
Charitrya,History,Female,Indian,-
Charity,Affection,Female,Indian,-
Charla,Beautiful,Female,Indian,-
Charlene,Small Beauty,Female,Indian,-
Charles,A Man,Male,Indian,-
Charlie,Cutest Boy,Male,Indian,-
Charlotte,Glam,Female,Indian,-
Charmaine,Song,Female,Indian,-
Charmi,Beautiful,Female,Indian,-
Charmy,Charming,Female,Indian,-
Charnjit,N/A,Male,Indian,-
Charu,Beautiful; Attractive,Female,Indian,-
Charu,Agreeable; Charming; Genteel,Male,Indian,-
Charubala,A Pretty Girl,Female,Indian,-
Charuchandra,Beautilful Moon; Son of Rukmini and Sri Krishna,Male,Indian,-
Charuchit,Person with Beautiful Mind,Male,Indian,-
Charuchitra,Beautiful Picture,Female,Indian,-
Charuchitra,Beautiful Picture,Male,Indian,-
Charudatt,Born of Beauty,Male,Indian,-
Charudatta,Handsome; Beautiful,Male,Indian,-
Charudehi,Son of Sri Krishna,Male,Indian,-
Charudutta,Born of Beauty,Male,Indian,-
Charugupta,Son of Lord Krishna,Male,Indian,-
Charuhaas,With Beautiful Smile,Male,Indian,-
Charuhas,A Person with Beautiful Smile,Male,Indian,-
Charukesh,With Beautiful Hairs,Male,Indian,-
Charukeshi,One with Beautiful Hair,Female,Indian,-
Charukeshini,One with Beautiful Hair,Female,Indian,-
Charukesi,N/A,Female,Indian,-
Charul,Beautiful,Female,Indian,-
Charulata,Beautiful Creeper,Female,Indian,-
Charulekha,Beautiful Picture,Female,Indian,-
Charumatee,Beautiful,Female,Indian,-
Charumathi,Beautiful Mind,Female,Indian,-
Charumati,Beautiful,Female,Indian,-
Charunetra,One with Beautiful Eyes,Female,Indian,-
Charunetraa,With Beautiful Eyes,Female,Indian,-
Charuprabha,Beautiful,Female,Indian,-
Charuroopa,Extremely Pretty,Female,Indian,-
Charusheel,Of Good Character,Male,Indian,-
Charusheela,A Jewel,Female,Indian,-
Charushila,A Diamond,Female,Indian,-
Charusila,Beautiful Jewel,Female,Indian,-
Charusmita,One with a Beautiful Smile,Female,Indian,-
Charuvardhana,One who Enhances Beauty,Male,Indian,-
Charuvindha,Striving for Beauty,Male,Indian,-
Charuvrat,Of Good Character,Male,Indian,-
Charuvrata,N/A,Female,Indian,-
Charvangee,N/A,Female,Indian,-
Charvee,Lovely; Beautiful,Female,Indian,-
Charvi,A Beautiful Woman,Female,Indian,-
Charvik,Intelligent,Male,Indian,-
Charvy,Beautiful Eyes,Female,Indian,-
Chashmum,My Eyes,Female,Indian,-
Chashmum,My Eyes,Male,Indian,-
Chasilery,N/A,Male,Indian,-
Chaten,Perceptive; Consciousness; Life; Excellent Intelligence,Male,Indian,-
Chathurika,Clever Girl,Female,Indian,-
Chatima,Beautiful,Female,Indian,-
Chatra,N/A,Male,Indian,-
Chatraketu,A Bright Umbrella Banner,Male,Indian,-
Chatrapati,The Chief; Lord of the Umbrella,Male,Indian,-
Chatresa,Lord of the Umbrella; Lord Shiva,Male,Indian,-
Chatresh,Lord Shiva,Male,Indian,-
Chatri,Umbrella,Female,Indian,-
Chatriya,It is the Month of April; Chaitram,Male,Indian,-
Chatta,N/A,Male,Indian,-
Chatur,Clever,Male,Indian,-
Chatura,Clever,Male,Indian,-
Chatura,Clever,Female,Indian,-
Chaturaanan,With Four Faces,Male,Indian,-
Chaturabhuja,Strong; Broad Shouldered,Male,Indian,-
Chaturanan,One with Four Faces; Brahma,Male,Indian,-
Chaturbahu,Four Armed,Male,Indian,-
Chaturbhuj,Broad Shouldered; Strong; Lord Vishnu,Male,Indian,-
Chaturi,Clever,Female,Indian,-
Chaturmukh,Brahma,Male,Indian,-
Chaturmukha,One with Four Faces; Bramha,Male,Indian,-
Chaturnik,Four Faced; A Name for Varuna,Male,Indian,-
Chaturved,One who has Studied Four Vedas,Male,Indian,-
Chatwin,Warlike Friend,Male,Indian,-
Chaudhari,N/A,Male,Indian,-
Chaudhry,N/A,Male,Indian,-
Chaudhury,N/A,Male,Indian,-
Chaundra,N/A,Female,Indian,-
Chaunta,One who Outshines the Stars,Female,Indian,-
Chava,Life-giving,Male,Indian,-
Chavi,Shadow,Female,Indian,-
Chavisha,Character,Female,Indian,-
Chaxu,Eyes,Female,Indian,-
Chaya,Alive; Living; Lustre; Beauty,Female,Indian,-
Chayan,To Choose,Male,Indian,-
Chayana,Moon,Male,Indian,-
Chayana,Moon,Female,Indian,-
Chayanika,The Chosen One,Male,Indian,-
Chayanika,The Chosen One,Female,Indian,-
Chayank,Another Name for the Moon,Male,Indian,-
Chayanka,Marked with the Hare; One who is Like the Moon,Male,Indian,-
Chayapathi,The Sun,Male,Indian,-
Chayla,Fairy,Female,Indian,-
Chaz,Form of Charles,Male,Indian,-
Chedi,Which Cuts and Break,Male,Indian,-
Cheena,Pure White Marble,Female,Indian,-
Cheenu,N/A,Male,Indian,-
Chekriya,N/A,Female,Indian,-
Chekriya,N/A,Male,Indian,-
Chelan,Beautiful Lake,Male,Indian,-
Chelan,Beautiful Lake,Female,Indian,-
Cheliyan,Rich; Resourceful; Prosperous,Male,Indian,-
Chella,N/A,Male,Indian,-
Chellaiah,N/A,Male,Indian,-
Chellam,Pampered,Female,Indian,-
Chellamani,Precious Gem,Female,Indian,-
Chellamari,N/A,Female,Indian,-
Chellan,Precious,Male,Indian,-
Chellapan,Precious,Male,Indian,-
Chellappa,N/A,Male,Indian,-
Chellaram,N/A,Male,Indian,-
Chellaton,N/A,Male,Indian,-
Chelliah,N/A,Male,Indian,-
Chelsea,Port,Female,Indian,-
Cheluva,Looking Handsome,Male,Indian,-
Chembi,N/A,Female,Indian,-
Chembiyan,N/A,Male,Indian,-
Chemian,N/A,Male,Indian,-
Chemion,N/A,Male,Indian,-
Chemmal,Premier; Best,Male,Indian,-
Chenbaga,N/A,Female,Indian,-
Chenbagam,N/A,Female,Indian,-
Chenna,Lord Vishnu,Male,Indian,-
Chenraj,N/A,Male,Indian,-
Chenychadaiyan,A Guy with More Hair on his Head,Male,Indian,-
Cher,Dear or Beloved,Female,Indian,-
Cheran,The Chera King; From the Chera / Kerala,Male,Indian,-
Cheranraj,Life,Male,Indian,-
Cheri,Beloved One; Dear; Variant of Cherie Dear One; Darling,Female,Indian,-
Cherika,Moon,Female,Indian,-
Cherise,Cherry,Female,Indian,-
Cherry,Name of a Fruit,Female,Indian,-
Cheru,N/A,Male,Indian,-
Cheru,N/A,Female,Indian,-
Cherukuri,N/A,Male,Indian,-
Cherupara,N/A,Male,Indian,-
Cheryl,Beloved,Female,Indian,-
Cheshta,To Try,Female,Indian,-
Cheshtaa,N/A,Female,Indian,-
Cheshtha,To Try,Female,Indian,-
Chestaka,N/A,Female,Indian,-
Chestaka,N/A,Male,Indian,-
Chester,Castle Dweller,Male,Indian,-
Chestha,N/A,Male,Indian,-
Chestha,Effort; Motion,Female,Indian,-
Chet,If,Male,Indian,-
Chetak,Rana Pratap's Horse,Male,Indian,-
Chetan,Consciousness; Life,Male,Indian,-
Chetana,Consciousness,Male,Indian,-
Chetana,Intelligence,Female,Indian,-
Chetanaanand,Supreme Joy,Male,Indian,-
Chetananand,Supreme Joy,Male,Indian,-
Chetanananda,Bliss,Male,Indian,-
Chetandeep,Lamp of Consciousness,Male,Indian,-
Chetas,Wisdom; Grandeur; Soul; Heart; Mind,Male,Indian,-
Chetas,Mind,Female,Indian,-
Chetayitri,N/A,Female,Indian,-
Chethan,Charming,Male,Indian,-
Chetishta,N/A,Male,Indian,-
Chetishta,N/A,Female,Indian,-
Chetna,Power of Intellect; Alert,Female,Indian,-
Chetobuh,N/A,Female,Indian,-
Chetobuh,N/A,Male,Indian,-
Chetuya,N/A,Male,Indian,-
Chetuya,N/A,Female,Indian,-
Chevatkodiyon,Lord Murugan,Male,Indian,-
Chevel,N/A,Male,Indian,-
Chevi,N/A,Male,Indian,-
Chevi,N/A,Female,Indian,-
Cheyenne,Born Dancer,Female,Indian,-
Chezhian,N/A,Male,Indian,-
Chezhiyan,N/A,Male,Indian,-
Chezian,Graceful,Male,Indian,-
Chhaayaa,Shade,Female,Indian,-
Chhaayank,Moon,Male,Indian,-
Chhabi,N/A,Male,Indian,-
Chhabi,Picture,Female,Indian,-
Chhandak,The Charioteer of Lord Buddha,Male,Indian,-
Chhatrabhuj,Lord Vishnu,Male,Indian,-
Chhavi,Reflection,Male,Indian,-
Chhavi,Reflection,Female,Indian,-
Chhavvi,Image; Radiance,Male,Indian,-
Chhavvi,Image; Radiance,Female,Indian,-
Chhaya,Shadow,Female,Indian,-
Chhayank,Moon,Male,Indian,-
Chheda,N/A,Male,Indian,-
Chibi,N/A,Male,Indian,-
Chidaakaash,Absolute Brahma,Male,Indian,-
Chidaatma,Supreme Spirit,Male,Indian,-
Chidakash,Absolute Brahma,Male,Indian,-
Chidambar,One Whose Heart is as Big as the Sky,Male,Indian,-
Chidamber,One Whose Heart is as Vast as Sky,Male,Indian,-
Chidanand,Supreme Spirit,Male,Indian,-
Chidananda,Lord Shiva,Male,Indian,-
Chidarupa,N/A,Male,Indian,-
Chidathma,Supreme Spirit; The God,Male,Indian,-
Chidatma,Supreme Spirit,Male,Indian,-
Chidhatma,Big Soul,Male,Indian,-
Chidnanda,Supreme Happiness,Male,Indian,-
Chidroop,Knowledge,Male,Indian,-
Chikku,Sweet; Fruit,Male,Indian,-
Chikku,Sweet; Fruit,Female,Indian,-
Chiko,Light of Wisdom,Male,Indian,-
Chikodi,N/A,Male,Indian,-
Chiman,Curious,Male,Indian,-
Chimaye,Wonderful; Loved and Blessed One; Sent from God,Female,Indian,-
Chimayi,Beautiful; Happy; Blissful,Female,Indian,-
Chimbu,N/A,Male,Indian,-
Chimon,Wisdom Gate,Male,Indian,-
Chinar,Name of a Beautiful Tree,Male,Indian,-
Chinar,N/A,Female,Indian,-
Chindamani,N/A,Female,Indian,-
Chindan,N/A,Male,Indian,-
Chinitya,N/A,Female,Indian,-
Chinja,Son,Male,Indian,-
Chinkoo,Chinky or Round Face,Male,Indian,-
Chinky,Round Face,Male,Indian,-
Chinmai,Supreme Consciousness; Name of Lord Ganesha,Female,Indian,-
Chinmay,Full of Knowledge; Blissful,Male,Indian,-
Chinmaya,Embodied with Knowledge,Female,Indian,-
Chinmaya,With Joy; God,Male,Indian,-
Chinmayananda,Blissful,Male,Indian,-
Chinmayee,Blissful,Female,Indian,-
Chinmayi,Blissful,Female,Indian,-
Chinmayu,Supreme Consciousness,Male,Indian,-
